OntoNotes_train                         	party                                                                                               	It was not spontaneous ; it was an organized , orderly , and large-scale mass earthquake relief effort under the leadership of                                                                                                                                                                              	|organizations and governments at all levels .                                                                                                                                                                                                                                                               
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------OntoNotes_test                          	enterprises in Shanghai invested by other provinces and cities                                      	Now , Shanghai has formed 6 export forces : foreign trade , industrial trade , self - management enterprises , enterprises subordinate to central government departments and                                                                                                                                	|, and foreign investment enterprises .                                                                                                                                                                                                                                                                      
OntoNotes_test                          	the biggest foreign investors                                                                       	Chinese capital enterprises have become                                                                                                                                                                                                                                                                     	|in Macau .                                                                                                                                                                                                                                                                                                  
OntoNotes_test                          	a leading force in European defense contracting                                                     	The venture would strengthen the rapidly growing ties between the two companies , and help make them                                                                                                                                                                                                        	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_test                          	this maker                                                                                          	James Robinson , 57 years old , was elected president and chief executive officer of                                                                                                                                                                                                                        	|of magnetic recording heads for disk drives .                                                                                                                                                                                                                                                               
OntoNotes_test                          	Drexel Burnham Lambert Inc.                                                                         	Pricor Inc. , offering of one million new shares of common stock and 300,000 shares by holders , via                                                                                                                                                                                                        	|and J.C. Bradford & Co .                                                                                                                                                                                                                                                                                    
OntoNotes_test                          	the pension consultants Wilshire Associates in Santa Monica , Calif                                 	`` The last crash taught institutional investors that they have to be long - term holders , and that they ca n't react to short - term events , good or bad , '' said Stephen L. Nesbitt , senior vice president for                                                                                        	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_test                          	Saatchi                                                                                             	That speculation abounded Friday as industry executives analyzed the appointment of the new chief executive , Robert Louis - Dreyfus , who joins                                                                                                                                                            	|and becomes a member of its board on Jan. 1 .                                                                                                                                                                                                                                                               
OntoNotes_test                          	The pharmaceuticals maker                                                                           	                                                                                                                                                                                                                                                                                                            	|had traded over - the - counter .                                                                                                                                                                                                                                                                           
OntoNotes_test                          	Interprovincial 's                                                                                  	Mr. Watkins said volume on                                                                                                                                                                                                                                                                                  	|system is down about 2 % since January and is expected to fall further , making expansion unnecessary until perhaps the mid-1990s .                                                                                                                                                                         
OntoNotes_test                          	the Bermuda - based holding company                                                                 	In addition , Gulf must give the government 20 days ' advance written notice of any loans exceeding $ 50 million that are made to                                                                                                                                                                           	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_test                          	the number of registered private enterprises in Guangzhou                                           	According to statistics , by the first quarter of this year ,                                                                                                                                                                                                                                               	|has reached 7646 .                                                                                                                                                                                                                                                                                          
OntoNotes_test                          	Chicago - based Ariel Capital Management Inc.                                                       	`` Last time , we got rewarded for going out and buying stocks when the panic was the worst , '' said John W. Rogers , president of                                                                                                                                                                         	|, which manages $ 1.1 billion of stocks .                                                                                                                                                                                                                                                                   
OntoNotes_test                          	the number                                                                                          	The proportion of the number of private industries and private commerce in the total number of private enterprises and employed people of the whole city is respectively 76.33 % and 78.32 % ,                                                                                                              	|of recently opened private enterprises are continually increasing .                                                                                                                                                                                                                                         
OntoNotes_test                          	Ideal Basic Industries Inc.                                                                         	                                                                                                                                                                                                                                                                                                            	|said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .                                                     
OntoNotes_test                          	European retailers                                                                                  	He termed ASKO 's legal actions as `` unproductive '' to international cooperation among                                                                                                                                                                                                                    	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_test                          	Messerschmitt - Boelkow Blohm G.m.b . H                                                             	The European defense industry is consolidating ; for instance , West Germany 's Siemens AG recently joined GEC in a takeover of Britain 's Plessey Co. , and Daimler - Benz agreed to buy                                                                                                                   	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_test                          	the National Association of Wholesaler - Distributors                                               	But Dirk Van Dongen , president of                                                                                                                                                                                                                                                                          	|, said that last month 's rise `` is n't as bad an omen '' as the 0.9 % figure suggests .                                                                                                                                                                                                                   
OntoNotes_test                          	47 enterprises                                                                                      	In the first half of this year , the country selectively examined 56 down clothing enterprises , and products of                                                                                                                                                                                            	|passed completely , accounting for 84 % .                                                                                                                                                                                                                                                                   
OntoNotes_test                          	Freedom 's                                                                                          	NCNB will also acquire $ 266 million of                                                                                                                                                                                                                                                                     	|assets from the RTC , which will require $ 875 million in assistance .                                                                                                                                                                                                                                      
OntoNotes_test                          	Bolar                                                                                               	                                                                                                                                                                                                                                                                                                            	|, the subject of a criminal investigation by the FDA and the Inspector General 's office of the Health and Human Services Department , only agreed to recall two strengths of its version of Macrodantin `` as far down as direct customers , mostly wholesalers , '' Mr. Nesbit said .                     
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------FIGER_filtered_with_OntoNotes_test      	The Seattle Times                                                                                   	In an interview with                                                                                                                                                                                                                                                                                        	|, Balth said his intention in his art is “ to come to the heart of seeing , the core of perception . ”                                                                                                                                                                                                      
FIGER_filtered_with_OntoNotes_test      	NBA                                                                                                 	Bennett said the city-owned arena lacked the amenities to support an                                                                                                                                                                                                                                        	|franchise and moved the team to Oklahoma City after failing to secure a new arena here .                                                                                                                                                                                                                    
FIGER_filtered_with_OntoNotes_test      	Safeway                                                                                             	McClain began his work outside                                                                                                                                                                                                                                                                              	|in the beginning of his 50s .                                                                                                                                                                                                                                                                               
FIGER_filtered_with_OntoNotes_test      	NHL                                                                                                 	" I understand the challenges of KeyArena and the economics of the NBA and                                                                                                                                                                                                                                  	|, " Hirsh said Friday .                                                                                                                                                                                                                                                                                     
FIGER_filtered_with_OntoNotes_test      	Sony                                                                                                	Earlier this month ,                                                                                                                                                                                                                                                                                        	|released the first XQD format memory card , but the company is n't stopping there with pushing into new storage options .                                                                                                                                                                                   
FIGER_filtered_with_OntoNotes_test      	The Seattle Times                                                                                   	The council knew nothing of Hirsh 's hiring , nor of the mayor 's discussions with a potential investment group that has acquired property in the Sodo District , until                                                                                                                                     	|in December was about to report that the city was examining an " opportunity " to bring an NBA team to Seattle .                                                                                                                                                                                            
FIGER_filtered_with_OntoNotes_test      	Lexar                                                                                               	Speaking at CES , both companies have no plans to jump to the new formats in the near future , and                                                                                                                                                                                                          	|pointed out that its new 1000x card is faster than Sony 's XQD .                                                                                                                                                                                                                                            
FIGER_filtered_with_OntoNotes_test      	Sony                                                                                                	Starting at $ 44.99 a pop ,                                                                                                                                                                                                                                                                                 	|has also treated them to be water resistant , and will have them on shelves in March .                                                                                                                                                                                                                      
FIGER_filtered_with_OntoNotes_test      	Madison Square Garden                                                                               	He worked with the city of Orlando to negotiate an agreement with the Orlando Magic for a new downtown arena and with senior management planning a new                                                                                                                                                      	|in New York City .                                                                                                                                                                                                                                                                                          
FIGER_filtered_with_OntoNotes_test      	Sony                                                                                                	Speaking at CES , both companies have no plans to jump to the new formats in the near future , and Lexar pointed out that its new 1000x card is faster than                                                                                                                                                 	|'s XQD .                                                                                                                                                                                                                                                                                                    
FIGER_filtered_with_OntoNotes_test      	Real Change                                                                                         	McClain often does this as well — he likes to bake in his spare time and bring food for the employees at Safeway as well as                                                                                                                                                                                 	|to show his appreciation .                                                                                                                                                                                                                                                                                  
FIGER_filtered_with_OntoNotes_test      	Safeway                                                                                             	She said there have been cases in which McClain will chase down shoplifters from                                                                                                                                                                                                                            	|.                                                                                                                                                                                                                                                                                                           
FIGER_filtered_with_OntoNotes_test      	Safeway                                                                                             	Sara Osborne ,                                                                                                                                                                                                                                                                                              	|’s public and government affairs director , said the store has had one or two complaints over the years regarding customers disliking McClain ’s solicitation outside the store , but she said it has been years since they ’ve received a complaint .                                                      
FIGER_filtered_with_OntoNotes_test      	Safeway                                                                                             	Outside                                                                                                                                                                                                                                                                                                     	|in the U-District , students pass by the man sitting by the doors .                                                                                                                                                                                                                                         
FIGER_filtered_with_OntoNotes_test      	Real Change                                                                                         	Employees of                                                                                                                                                                                                                                                                                                	|work as their own bosses .                                                                                                                                                                                                                                                                                  
FIGER_filtered_with_OntoNotes_test      	SanDisk                                                                                             	According to PhotographyBlog ,                                                                                                                                                                                                                                                                              	|and Lexar have no immediate plans to produce XQD or WiFi SD cards .                                                                                                                                                                                                                                         
FIGER_filtered_with_OntoNotes_test      	NBA                                                                                                 	" I understand the challenges of KeyArena and the economics of the                                                                                                                                                                                                                                          	|and NHL , " Hirsh said Friday .                                                                                                                                                                                                                                                                             
FIGER_filtered_with_OntoNotes_test      	Lexar                                                                                               	According to PhotographyBlog , SanDisk and                                                                                                                                                                                                                                                                  	|have no immediate plans to produce XQD or WiFi SD cards .                                                                                                                                                                                                                                                   
FIGER_filtered_with_OntoNotes_test      	The Times                                                                                           	                                                                                                                                                                                                                                                                                                            	|also reported in December that the investment group is headed by San Francisco hedge-fund manager Christopher Hansen , who has family ties to Seattle .                                                                                                                                                     
FIGER_filtered_with_OntoNotes_test      	Bridger                                                                                             	Officials at                                                                                                                                                                                                                                                                                                	|could not be reached for comment Sunday afternoon .                                                                                                                                                                                                                                                         
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------BBN_filtered_with_OntoNotes_test        	Sanwa Bank                                                                                          	                                                                                                                                                                                                                                                                                                            	|Ltd. is one Japanese bank that decided not to participate in the first UAL proposal .                                                                                                                                                                                                                       
BBN_filtered_with_OntoNotes_test        	Pacific Bell                                                                                        	PACIFIC TELESIS GROUP , San Francisco , telecommunications holding company , annual sales of $ 9.5 billion , no damage to headquarters , but no power , the power failure has caused a delay in the release of the company 's earnings report , major concern is subsidiaries ,                             	|and Pacific Telesis Cellular , both of which sustained damage to buildings , structural damage to several cellular sites in Santa Cruz , volume of calls on cellular phones 10 times the usual , causing a big slowdown .                                                                                   
BBN_filtered_with_OntoNotes_test        	Quantum                                                                                             	When the price of plastics took off in 1987 ,                                                                                                                                                                                                                                                               	|Chemical Corp. went along for the ride .                                                                                                                                                                                                                                                                    
BBN_filtered_with_OntoNotes_test        	UAL                                                                                                 	The rebound in                                                                                                                                                                                                                                                                                              	|stock during regular trading hours Monday was its first daily gain after six consecutive losses left the price 41 % below its level before Oct. 13 , the day the group announced the bank financing could n't be obtained for the original deal .                                                           
BBN_filtered_with_OntoNotes_test        	British Air                                                                                         	The tenor of Mr. Stevens 's remarks seemed to indicate that                                                                                                                                                                                                                                                 	|will take a more active , high-profile role in pursuing any new bid .                                                                                                                                                                                                                                       
BBN_filtered_with_OntoNotes_test        	HealthVest                                                                                          	Healthcare operates many of the health-care properties that                                                                                                                                                                                                                                                 	|owns .                                                                                                                                                                                                                                                                                                      
BBN_filtered_with_OntoNotes_test        	Ogden                                                                                               	The company agreed definitively to be acquired by                                                                                                                                                                                                                                                           	|Corp. in a stock swap valued at about $ 82.5 million .                                                                                                                                                                                                                                                      
BBN_filtered_with_OntoNotes_test        	Redland International Funding                                                                       	                                                                                                                                                                                                                                                                                                            	|PLC -LRB- U.K. parent -RRB- -- 150 million Australian dollars of 15 3\/8 % bonds due Nov. 8 , 1996 , priced at 101 3\/4 to yield 15.44 % less full fees , via JP Morgan Securities Ltd .                                                                                                                    
BBN_filtered_with_OntoNotes_test        	Dodge                                                                                               	A small decline in total construction for the entire year is possible if contracting for housing does n't increase in response to this year 's lower mortgage rates , said George A. Christie , vice president and chief economist of                                                                       	|, the forecasting division of publisher McGraw-Hill Inc .                                                                                                                                                                                                                                                   
BBN_filtered_with_OntoNotes_test        	Qintex Productions                                                                                  	Qintex Entertainment dropped 2 5\/8 to 1 1\/2 after seeking protection from creditor lawsuits under Chapter 11 of the federal Bankruptcy Code for itself and its two operating subsidiaries , Hal Roach Studios and                                                                                         	|.                                                                                                                                                                                                                                                                                                           
BBN_filtered_with_OntoNotes_test        	Hoylake                                                                                             	The amended filings also point out that under a new agreement ,                                                                                                                                                                                                                                             	|has an absolute obligation to sell Farmers to Axa upon an acquisition of B.A.T .                                                                                                                                                                                                                            
BBN_filtered_with_OntoNotes_test        	Discovision Associates                                                                              	International Business Machines Corp. and MCA Inc. said they agreed to sell their                                                                                                                                                                                                                           	|joint venture to U.S. units of Pioneer Electronic Corp. for $ 200 million .                                                                                                                                                                                                                                 
BBN_filtered_with_OntoNotes_test        	Windsor Fund                                                                                        	`` The stock market ai n't going to do much of anything '' for a while , says John Neff of Wellington Management , who runs the $ 8.3 billion                                                                                                                                                               	|.                                                                                                                                                                                                                                                                                                           
BBN_filtered_with_OntoNotes_test        	Guber\/Peters                                                                                       	                                                                                                                                                                                                                                                                                                            	|has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner .                                                                                                                                                                    
BBN_filtered_with_OntoNotes_test        	WCRS                                                                                                	To help finance the Carat purchase ,                                                                                                                                                                                                                                                                        	|said it plans an issue of Euroconvertible preferred shares once the market settles down .                                                                                                                                                                                                                   
BBN_filtered_with_OntoNotes_test        	NYSE                                                                                                	GENENTECH INC. , South San Francisco , biotechnology company , annual sales of $ 334.8 million ,                                                                                                                                                                                                            	|, sustained no major damage and expects to be fully operational today .                                                                                                                                                                                                                                     
BBN_filtered_with_OntoNotes_test        	S & P                                                                                               	After reopening for about 15 minutes , the                                                                                                                                                                                                                                                                  	|index tumbled to its 30-point limit and the second freeze went into effect .                                                                                                                                                                                                                                
BBN_filtered_with_OntoNotes_test        	Nissan                                                                                              	                                                                                                                                                                                                                                                                                                            	|, in a 34-page tract , modestly compares its `` hydraulic active suspension '' to a cheetah , and equates the various parts to the animal 's heart , brain , nerves and blood vessels .                                                                                                                     
BBN_filtered_with_OntoNotes_test        	Reliance                                                                                            	                                                                                                                                                                                                                                                                                                            	|acquired a 7 % UAL stake early this year at an average cost of $ 110 a share , and reduced its stake to 4.7 % after UAL accepted the bid at prices higher than $ 282 a share .                                                                                                                              
BBN_filtered_with_OntoNotes_test        	Maidenform                                                                                          	`` The intimate apparel industry is perceived to be a growth industry and clearly -LCB-                                                                                                                                                                                                                     	|-RCB- is a force to be reckoned with , '' says David S. Leibowitz , a special situations analyst at American Securities Corp. in New York .                                                                                                                                                                 
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Choi_filtered_with_OntoNotes_test       	they                                                                                                	Working with Pricewaterhouse has taught them to attack problems more systematically and to be tougher negotiators with clients ,                                                                                                                                                                            	|said .                                                                                                                                                                                                                                                                                                      
Choi_filtered_with_OntoNotes_test       	it                                                                                                  	Despite being a budget carrier ,                                                                                                                                                                                                                                                                            	|will offer a business class section , the statement said .                                                                                                                                                                                                                                                  
Choi_filtered_with_OntoNotes_test       	it                                                                                                  	Four unions called the strike Monday after ALM announced                                                                                                                                                                                                                                                    	|planned to lay off 120 workers as part of a reorganization of the airline , which is jointly owned by the Antillean government and the Dutch airline KLM .                                                                                                                                                  
Choi_filtered_with_OntoNotes_test       	CBN                                                                                                 	His position with the Examiner has led to television appearances with Fox News , MSNBC , CNN and                                                                                                                                                                                                            	|on various political issues , particularly in the 2008 campaign .                                                                                                                                                                                                                                           
Choi_filtered_with_OntoNotes_test       	it                                                                                                  	In October Microsoft said                                                                                                                                                                                                                                                                                   	|had sold six million XBox 360s worldwide .                                                                                                                                                                                                                                                                  
Choi_filtered_with_OntoNotes_test       	We                                                                                                  	``                                                                                                                                                                                                                                                                                                          	|'ve made an investment in Corel that I think is completely beneficial to us and to consumers , '' Ballmer said Wednesday .                                                                                                                                                                                  
Choi_filtered_with_OntoNotes_test       	European and Turkish firms                                                                          	Nabucco 's route was chosen in order to allow                                                                                                                                                                                                                                                               	|to pump gas from central Asia directly to European markets outside Moscow 's control .                                                                                                                                                                                                                      
Choi_filtered_with_OntoNotes_test       	Puerto Rico Telephone Co.                                                                           	                                                                                                                                                                                                                                                                                                            	|awarded its $ 3 million account to West Indies & Grey , Grey Advertising 's office in Puerto Rico .                                                                                                                                                                                                         
Choi_filtered_with_OntoNotes_test       	it                                                                                                  	On Friday ,                                                                                                                                                                                                                                                                                                 	|convinced a court to bar `` MacDonalds '' from using its trademark golden arches , names and logo .                                                                                                                                                                                                         
Choi_filtered_with_OntoNotes_test       	it                                                                                                  	Dell said                                                                                                                                                                                                                                                                                                   	|earned 762 million dollars , or 33 cents a share , in line with a reduced forecast Dell gave on May 8 , when the company blamed an aggressive pricing environment for the shortfall .                                                                                                                       
Choi_filtered_with_OntoNotes_test       	US capital corporations                                                                             	                                                                                                                                                                                                                                                                                                            	|have become the corporations with the most profits among Tianjin 's foreign merchant investment corporations .                                                                                                                                                                                              
Choi_filtered_with_OntoNotes_test       	The company                                                                                         	                                                                                                                                                                                                                                                                                                            	|said the mine was no longer viable and recorded a $ 7.2 million charge .                                                                                                                                                                                                                                    
Choi_filtered_with_OntoNotes_test       	the company                                                                                         	Growth In March 1999 ,                                                                                                                                                                                                                                                                                      	|moved its offices to Palo Alto , California , home to several other noted Silicon Valley technology startups .                                                                                                                                                                                              
Choi_filtered_with_OntoNotes_test       	DirecTV                                                                                             	Usually no advertisements on subscription services -LRB-                                                                                                                                                                                                                                                    	|and Dish Network both claim to provide advertisement-free content -RRB- .                                                                                                                                                                                                                                   
Choi_filtered_with_OntoNotes_test       	The McLean , Va. , company                                                                          	                                                                                                                                                                                                                                                                                                            	|modifies computers to keep sensitive military data out of unfriendly hands .                                                                                                                                                                                                                                
Choi_filtered_with_OntoNotes_test       	the market                                                                                          	That works fine as long as                                                                                                                                                                                                                                                                                  	|is big enough to provide some marginal income for the drug companies and someone else is willing to shoulder the costs for developing new drugs .                                                                                                                                                           
Choi_filtered_with_OntoNotes_test       	Sotheby 's International branches                                                                   	In October , agents from 11                                                                                                                                                                                                                                                                                 	|will descend on Hong Kong 's convention center to regale wealthy buyers there with slick visuals on showcase properties .                                                                                                                                                                                   
Choi_filtered_with_OntoNotes_test       	they                                                                                                	But                                                                                                                                                                                                                                                                                                         	|would not say whether the issue would be taken further .                                                                                                                                                                                                                                                    
Choi_filtered_with_OntoNotes_test       	her small trading business                                                                          	She has rented the same private booth in the Internet cafe every weekend since August in an uphill battle to keep                                                                                                                                                                                           	|going .                                                                                                                                                                                                                                                                                                     
Choi_filtered_with_OntoNotes_test       	companies that caused the economic meltdown                                                         	Bin Laden also slammed financial bailouts set up by wealthy countries to help big industry cope with the global financial crisis , saying the programmes helped                                                                                                                                             	|.                                                                                                                                                                                                                                                                                                           
